,CustomerID,TOTAL_ORDERS,REVENUE,AVERAGE_ORDER_VALUE,CARRIAGE_REVENUE,AVERAGESHIPPING,FIRST_ORDER_DATE,LATEST_ORDER_DATE,AVGDAYSBETWEENORDERS,DAYSSINCELASTORDER,MONDAY_ORDERS,TUESDAY_ORDERS,WEDNESDAY_ORDERS,THURSDAY_ORDERS,FRIDAY_ORDERS,SATURDAY_ORDERS,SUNDAY_ORDERS,MONDAY_REVENUE,TUESDAY_REVENUE,WEDNESDAY_REVENUE,THURSDAY_REVENUE,FRIDAY_REVENUE,SATURDAY_REVENUE,SUNDAY_REVENUE,WEEK1_DAY01_DAY07_ORDERS,WEEK2_DAY08_DAY15_ORDERS,WEEK3_DAY16_DAY23_ORDERS,WEEK4_DAY24_DAY31_ORDERS,WEEK1_DAY01_DAY07_REVENUE,WEEK2_DAY08_DAY15_REVENUE,WEEK3_DAY16_DAY23_REVENUE,WEEK4_DAY24_DAY31_REVENUE,TIME_0000_0600_ORDERS,TIME_0601_1200_ORDERS,TIME_1200_1800_ORDERS,TIME_1801_2359_ORDERS,TIME_0000_0600_REVENUE,TIME_0601_1200_REVENUE,TIME_1200_1800_REVENUE,TIME_1801_2359_REVENUE,Total,Recency,Frequency,Monetary,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,Customer_segment
10,491,37,3934.05,106.33,162.5,4.39,2014-08-30,2021-10-24,70.59,1,3,5,7,5,4,7,6,491.54,471.95,556.93,571.68,523.93,634.34,683.68,9,10,7,11,686.2,1262.83,604.64,1380.38,2,15,7,13,200.38,1872.32,567.84,1293.51,145559.85,0,1,145559.85,100.0,100.0,94.36,4.84,Champions
11,492,20,3933.82,196.69,74.87,3.74,2015-09-15,2021-10-24,111.55,1,3,3,4,3,2,3,2,370.92,382.99,739.47,968.99,268.99,455.97,746.49,7,3,5,5,1771.97,744.98,587.95,828.92,0,5,9,6,0.0,801.41,2025.95,1106.46,78676.40000000001,0,1,78676.4,100.0,100.0,86.34,4.61,Champions
12,572,21,3778.07,179.91,91.07,4.34,2021-01-25,2021-10-24,12.95,1,6,1,1,1,2,3,7,460.39,188.39,125.99,73.19,118.99,541.17,2269.95,8,1,4,8,1560.77,105.19,475.82,1636.29,5,8,5,3,316.77,1776.56,1460.56,224.18,79339.47,0,1,79339.47,100.0,100.0,86.5,4.62,Champions
13,595,34,3725.48,109.57,115.78,3.41,2020-02-17,2021-10-24,18.09,1,6,4,4,6,8,1,5,704.46,414.46,389.98,638.98,852.49,107.99,617.12,2,13,7,12,191.88,1410.41,747.44,1375.75,17,4,8,5,1546.1,532.97,866.93,779.48,126666.32,0,1,126666.32,100.0,100.0,93.12,4.8,Champions
14,613,31,3660.12,118.07,114.77,3.7,2018-04-01,2021-10-24,42.0,1,9,2,2,1,4,2,11,1017.44,196.48,263.98,179.99,659.97,459.68,882.58,6,6,11,8,983.46,582.95,1248.32,845.39,2,8,11,10,289.98,1108.84,869.19,1392.11,113463.72,0,1,113463.72,100.0,100.0,91.84,4.77,Champions
15,669,28,3547.93,126.71,61.68,2.2,2014-05-19,2021-10-24,96.96,1,1,9,7,5,1,0,5,116.1,1138.23,1054.27,409.25,183.6,0.0,646.48,0,18,7,3,0.0,2182.19,1028.29,337.45,0,2,13,13,0.0,184.99,1553.33,1809.61,99342.04,0,1,99342.04,100.0,100.0,90.06,4.72,Champions
16,671,31,3547.7,114.44,150.7,4.86,2020-12-02,2021-10-24,10.52,1,0,5,6,3,3,7,7,0.0,709.96,724.94,283.97,388.97,792.93,646.93,8,6,6,11,831.92,813.95,772.94,1128.89,4,1,18,8,447.96,123.99,2162.83,812.92,109978.7,0,1,109978.7,100.0,100.0,91.5,4.76,Champions
17,740,11,3401.97,309.27,45.87,4.17,2019-02-11,2021-10-24,89.64,1,1,3,2,2,0,2,1,136.99,1224.08,270.99,671.99,0.0,860.99,236.93,1,3,2,5,367.99,711.98,566.48,1755.52,2,2,4,3,604.92,954.49,1027.57,814.99,37421.67,0,1,37421.67,100.0,100.0,69.32,4.13,Champions
18,750,20,3391.09,169.55,61.89,3.09,2021-04-25,2021-10-24,9.1,1,1,2,0,1,3,7,6,215.0,208.08,0.0,67.09,620.0,1137.95,1142.97,0,3,3,14,0.0,288.67,529.99,2572.43,1,5,8,6,68.09,949.48,1300.05,1073.47,67821.8,0,1,67821.8,100.0,100.0,83.08,4.52,Champions
19,785,15,3322.83,221.52,45.93,3.06,2020-04-25,2021-10-24,36.47,1,0,3,1,3,5,1,2,0.0,473.99,107.99,544.98,1058.78,407.0,730.09,1,6,5,3,225.0,1042.86,1013.98,1040.99,0,5,5,5,0.0,1011.07,1418.97,892.79,49842.45,0,1,49842.45,100.0,100.0,76.0,4.32,Champions
20,795,29,3305.8,113.99,103.8,3.58,2020-11-12,2021-10-24,11.93,1,0,4,5,2,4,8,6,0.0,705.97,598.95,215.99,434.97,714.95,634.97,3,8,7,11,545.97,910.96,661.94,1186.93,0,7,8,14,0.0,467.97,991.94,1845.89,95868.20000000001,0,1,95868.2,100.0,100.0,89.56,4.7,Champions
21,806,13,3287.77,252.91,42.92,3.3,2016-03-22,2021-10-24,157.08,1,1,1,1,1,1,5,3,367.49,104.99,300.0,391.5,514.99,568.17,1040.63,2,7,1,3,577.48,2159.17,104.99,446.13,1,1,2,9,55.0,391.5,1008.49,1832.78,42741.01,0,1,42741.01,100.0,100.0,72.32,4.21,Champions
22,854,13,3224.55,248.04,24.95,1.92,2017-04-12,2021-10-24,127.38,1,4,0,4,1,3,0,1,812.07,0.0,1526.98,247.5,162.0,0.0,476.0,5,1,2,5,808.08,144.99,165.99,2105.49,0,8,5,0,0.0,1676.57,1547.98,0.0,41919.15,0,1,41919.15,100.0,100.0,71.78,4.2,Champions
23,864,19,3211.35,169.02,84.85,4.47,2018-02-11,2021-10-24,71.11,1,4,2,1,1,7,0,4,1183.96,275.98,105.0,385.0,595.94,0.0,665.47,5,3,4,7,855.97,384.99,757.96,1212.43,0,6,6,7,0.0,788.96,844.94,1577.45,61015.65,0,1,61015.65,100.0,100.0,80.8,4.45,Champions
24,902,14,3149.69,224.98,30.94,2.21,2020-06-17,2021-10-24,35.29,1,1,0,1,4,5,0,3,180.99,0.0,720.99,143.38,677.45,0.0,1426.88,3,3,7,1,91.99,728.57,1579.43,749.7,2,5,1,6,801.09,421.17,528.99,1398.44,44095.66,0,1,44095.66,100.0,100.0,72.94,4.23,Champions
25,928,18,3113.08,172.95,50.48,2.8,2020-04-12,2021-10-24,31.11,1,4,3,0,0,1,4,6,912.74,463.73,0.0,0.0,221.99,444.21,1070.41,5,1,7,5,685.21,200.0,1502.58,725.29,1,3,6,8,287.49,645.99,1060.9,1118.7,56035.44,0,1,56035.44,100.0,100.0,78.78,4.4,Champions
26,947,18,3088.26,171.57,33.66,1.87,2020-03-30,2021-10-24,31.83,1,2,1,2,2,0,5,6,345.68,234.0,619.7,199.92,0.0,827.27,861.69,2,9,2,5,166.99,1442.07,199.92,1279.28,3,7,5,3,897.7,877.68,509.7,803.18,55588.68000000001,0,1,55588.68,100.0,100.0,78.52,4.39,Champions
27,972,24,3060.53,127.52,125.78,5.24,2016-06-01,2021-10-24,82.13,1,4,2,4,3,4,3,4,441.66,413.69,428.06,202.18,687.81,565.67,321.46,4,6,8,6,458.66,613.39,1053.74,934.74,4,7,7,6,604.31,810.04,1011.79,634.39,73452.72,0,1,73452.72,100.0,100.0,84.88,4.57,Champions
28,1000,22,3027.11,137.6,69.86,3.18,2019-11-01,2021-10-24,32.86,1,1,1,2,0,2,9,7,116.19,266.89,128.99,0.0,703.48,896.94,914.62,2,8,2,10,566.68,731.16,350.78,1378.49,1,8,4,9,266.89,1260.41,914.86,584.95,66596.42,0,1,66596.42,100.0,100.0,82.8,4.51,Champions
29,1075,24,2944.71,122.7,96.81,4.03,2016-12-24,2021-10-24,73.54,1,1,2,0,4,6,2,9,53.99,198.63,0.0,835.37,514.16,342.99,999.57,7,6,3,8,476.15,746.14,351.62,1370.8,3,9,9,3,295.98,895.13,1385.62,367.98,70673.04000000001,0,1,70673.04,100.0,100.0,84.1,4.55,Champions
30,1146,28,2865.89,102.35,110.79,3.96,2017-08-10,2021-10-24,54.86,1,3,7,4,6,3,2,3,432.98,511.76,429.26,620.97,323.97,212.98,333.97,7,6,10,5,686.75,592.24,914.93,671.97,6,11,5,6,490.93,1123.0,711.98,539.98,80244.92,0,1,80244.92,100.0,100.0,86.84,4.62,Champions
31,1399,31,2659.31,85.78,102.81,3.32,2019-11-13,2021-10-24,22.94,1,4,3,2,5,5,7,5,285.49,254.97,360.25,478.72,447.71,556.46,275.71,7,5,10,9,608.94,545.49,936.94,567.94,1,7,14,9,98.74,519.46,1246.66,794.45,82438.61,0,1,82438.61,100.0,100.0,87.24,4.64,Champions
32,1468,13,2612.35,200.95,51.35,3.95,2017-11-11,2021-10-24,111.0,1,2,2,2,0,2,3,2,330.99,436.99,284.99,0.0,339.98,928.98,290.42,1,5,2,5,233.99,1209.97,239.99,928.4,0,3,2,8,0.0,573.97,311.43,1726.95,33960.549999999996,0,1,33960.55,100.0,100.0,66.88,4.06,Champions
33,1472,19,2609.0,137.32,78.85,4.15,2020-08-05,2021-10-24,23.42,1,1,5,1,3,3,3,3,289.0,676.95,137.99,477.97,224.38,425.98,376.73,4,6,3,6,532.16,965.95,452.19,658.7,0,4,12,3,0.0,514.93,1639.1,454.97,49571.0,0,1,49571.0,100.0,100.0,75.92,4.31,Champions
34,1481,11,2604.78,236.8,20.33,1.85,2019-05-18,2021-10-24,80.91,1,0,2,0,0,3,4,2,0.0,472.44,0.0,0.0,514.99,1229.35,388.0,1,0,3,7,77.44,0.0,1400.35,1126.99,1,4,4,2,94.99,1618.36,418.99,472.44,28652.58,0,1,28652.58,100.0,100.0,63.86,3.97,Potential Customers
35,1573,23,2555.27,111.1,102.82,4.47,2018-07-31,2021-10-24,51.35,1,2,2,2,13,0,1,3,152.73,183.98,254.23,1493.37,0.0,90.49,380.47,4,4,7,8,287.74,592.47,823.69,851.37,9,3,9,2,901.94,541.48,930.87,180.98,58771.21,0,1,58771.21,100.0,100.0,79.98,4.43,Champions
36,1589,18,2544.48,141.36,53.98,3.0,2020-10-27,2021-10-24,20.11,1,1,5,1,3,5,1,2,225.49,723.99,196.99,334.99,742.96,203.99,116.07,7,4,5,2,1134.46,478.97,609.97,321.08,3,6,9,0,466.07,839.47,1238.94,0.0,45800.64,0,1,45800.64,100.0,100.0,73.88,4.26,Champions
37,1610,22,2534.23,115.19,89.83,4.08,2020-12-25,2021-10-24,13.77,1,4,2,1,1,9,1,4,363.48,485.98,94.09,200.99,733.33,280.99,375.37,0,5,10,7,0.0,643.42,1163.61,727.2,2,8,4,8,315.08,797.39,494.06,927.7,55753.06,0,1,55753.06,100.0,100.0,78.58,4.39,Champions
38,1621,21,2530.55,120.5,54.85,2.61,2021-04-05,2021-10-24,9.62,1,4,2,4,3,5,1,2,489.48,289.49,323.99,340.09,669.41,58.09,360.0,6,5,6,4,808.49,769.4,563.66,389.0,0,6,12,3,0.0,639.57,1508.89,382.09,53141.55,0,1,53141.55,100.0,100.0,77.52,4.36,Champions
39,1717,27,2475.84,91.7,61.89,2.29,2016-06-28,2021-10-24,72.0,1,3,2,3,4,3,4,8,416.98,224.0,165.18,216.99,224.99,309.58,918.12,5,5,8,9,380.98,970.99,569.64,554.23,1,2,10,14,154.99,176.64,748.15,1396.06,66847.68000000001,0,1,66847.68,100.0,100.0,82.84,4.51,Champions
40,1721,29,2469.36,85.15,98.81,3.41,2017-12-28,2021-10-24,48.14,1,5,2,6,4,4,4,4,379.18,204.98,500.35,416.37,305.08,286.98,376.42,5,5,5,14,499.98,328.16,391.18,1250.04,1,15,6,7,45.0,1246.95,459.95,717.46,71611.44,0,1,71611.44,100.0,100.0,84.44,4.56,Champions
41,1787,26,2432.01,93.54,66.86,2.57,2016-10-12,2021-10-24,70.69,1,4,8,3,2,3,0,6,223.98,633.16,388.97,233.98,256.18,0.0,695.74,6,3,6,11,558.98,400.98,557.76,914.29,1,7,11,7,161.99,512.18,1319.68,438.16,63232.26000000001,0,1,63232.26,100.0,100.0,81.46,4.47,Champions
42,1819,20,2416.13,120.81,36.93,1.85,2021-06-05,2021-10-24,7.05,1,1,7,4,0,2,2,4,154.99,802.98,468.0,0.0,220.99,229.99,539.18,5,6,5,4,513.08,776.97,622.99,503.09,1,1,10,8,154.99,249.99,1192.08,819.07,48322.600000000006,0,1,48322.6,100.0,100.0,75.34,4.3,Champions
43,1851,13,2402.91,184.84,52.91,4.07,2021-01-08,2021-10-24,22.23,1,1,0,0,1,6,1,4,80.0,0.0,0.0,236.99,1243.96,265.0,576.96,3,7,0,3,643.97,1368.97,0.0,389.97,2,4,5,2,339.99,890.97,804.97,366.98,31237.829999999998,0,1,31237.83,100.0,100.0,65.5,4.02,Champions
44,1873,18,2390.84,132.82,88.84,4.94,2019-04-03,2021-10-24,51.94,1,2,3,4,2,4,2,1,280.98,327.97,325.96,420.98,608.97,360.99,64.99,7,5,3,3,1052.95,781.95,204.97,350.97,0,2,5,11,0.0,207.98,494.95,1687.91,43035.12,0,1,43035.12,100.0,100.0,72.5,4.22,Champions
45,1885,24,2386.87,99.45,72.87,3.04,2020-09-08,2021-10-24,17.13,1,2,2,1,1,1,9,8,318.19,193.99,49.09,131.09,60.89,769.85,863.77,4,7,3,10,183.68,589.76,446.89,1166.54,9,6,2,7,783.14,925.17,242.99,435.57,57284.88,0,1,57284.88,100.0,100.0,79.32,4.41,Champions
46,2016,9,2327.53,258.61,9.98,1.11,2021-05-18,2021-10-24,17.67,1,2,2,0,0,0,0,5,940.5,774.59,0.0,0.0,0.0,0.0,612.44,0,1,3,5,0.0,453.6,923.34,950.59,1,0,3,5,453.6,0.0,923.34,950.59,20947.77,0,1,20947.77,100.0,100.0,58.74,3.82,Potential Customers
47,2096,20,2277.34,113.87,81.84,4.09,2019-09-07,2021-10-24,38.9,1,4,0,2,5,3,2,4,322.47,0.0,209.98,607.96,177.99,407.98,550.96,9,4,1,6,1081.43,596.96,39.99,558.96,0,2,6,12,0.0,126.49,609.96,1540.89,45546.8,0,1,45546.8,100.0,100.0,73.68,4.25,Champions
48,2109,40,2274.19,56.85,153.54,3.84,2020-05-27,2021-10-24,12.88,1,1,8,4,4,10,8,5,43.49,429.92,252.96,100.82,488.94,716.09,241.97,12,5,16,7,660.91,243.45,1018.89,350.94,0,16,6,18,0.0,921.22,356.95,996.02,90967.6,0,1,90967.6,100.0,100.0,88.7,4.68,Champions
49,2194,25,2234.03,89.36,89.84,3.59,2020-05-10,2021-10-24,21.28,1,5,5,3,3,1,1,7,403.8,578.96,271.89,296.12,155.99,72.99,454.28,5,8,7,5,370.08,723.4,613.39,527.16,1,5,8,11,72.99,525.95,927.75,707.34,55850.75000000001,0,1,55850.75,100.0,100.0,78.66,4.39,Champions
50,2429,22,2144.1,97.46,50.9,2.31,2017-12-24,2021-10-24,63.64,1,0,3,3,4,4,5,3,0.0,188.18,309.64,474.19,360.17,445.98,365.94,4,9,4,5,398.18,754.95,368.63,622.34,3,6,11,2,264.98,618.38,1100.9,159.84,47170.2,0,1,47170.2,100.0,100.0,74.78,4.28,Champions
51,2483,13,2125.67,163.51,44.92,3.46,2019-11-23,2021-10-24,53.92,1,0,2,1,0,1,4,5,0.0,231.99,189.99,0.0,73.99,1032.73,596.97,5,3,3,2,1274.47,307.48,337.73,205.99,1,3,9,0,151.0,396.48,1578.19,0.0,27633.71,0,1,27633.71,100.0,100.0,62.96,3.94,Potential Customers
52,2493,25,2120.69,84.83,75.84,3.03,2018-05-01,2021-10-24,50.88,1,0,6,3,3,3,3,7,0.0,415.96,420.99,275.48,201.94,268.18,538.14,5,2,9,9,476.98,202.99,664.61,776.11,0,1,6,18,0.0,33.99,550.98,1535.72,53017.25,0,1,53017.25,100.0,100.0,77.46,4.36,Champions
53,2777,8,2024.43,253.05,43.93,5.49,2018-12-18,2021-10-24,130.13,1,1,1,1,1,1,2,1,160.99,70.99,476.99,615.99,146.49,195.98,357.0,0,5,2,1,0.0,1561.45,105.98,357.0,0,5,3,0,0.0,770.46,1253.97,0.0,16195.44,0,1,16195.44,100.0,100.0,55.76,3.74,Potential Customers
54,2858,10,2004.09,200.41,29.94,2.99,2020-09-24,2021-10-24,39.5,1,0,1,3,2,3,0,1,0.0,350.49,723.58,160.18,279.39,0.0,490.45,0,4,1,5,0.0,299.58,350.49,1354.02,1,3,1,5,334.59,279.39,490.45,899.66,20040.899999999998,0,1,20040.9,100.0,100.0,58.3,3.81,Potential Customers
55,2872,15,1999.14,133.28,16.97,1.13,2017-05-05,2021-10-24,108.87,1,2,2,0,3,5,1,2,169.99,261.0,0.0,986.0,154.19,184.0,243.96,3,3,5,4,518.0,390.0,149.18,941.96,0,6,1,8,0.0,189.19,608.0,1201.95,29987.100000000002,0,1,29987.1,100.0,100.0,64.82,4.0,Potential Customers
56,2890,28,1993.5,71.2,79.85,2.85,2020-09-21,2021-10-24,14.21,1,1,2,12,5,1,5,2,196.99,68.99,1161.88,134.59,57.99,269.82,103.24,1,6,9,12,57.99,467.36,1038.74,429.41,8,14,4,2,497.22,1191.71,98.59,205.98,55818.0,0,1,55818.0,100.0,100.0,78.62,4.39,Champions
57,3004,17,1957.14,115.13,91.84,5.4,2020-07-09,2021-10-24,27.76,1,5,3,2,5,0,0,2,343.36,392.47,250.08,662.25,0.0,0.0,308.98,3,3,4,7,394.07,439.07,481.36,642.64,2,5,5,5,262.08,308.66,637.25,749.15,33271.380000000005,0,1,33271.38,100.0,100.0,66.44,4.04,Champions
58,3102,17,1931.17,113.6,44.92,2.64,2020-08-21,2021-10-24,25.24,1,2,0,5,0,3,3,4,56.19,0.0,327.58,0.0,652.93,353.19,541.28,6,2,5,4,494.97,56.19,849.93,530.08,0,11,3,3,0.0,1204.51,439.08,287.58,32829.89,0,1,32829.89,100.0,100.0,66.18,4.04,Champions
59,3122,9,1924.96,213.88,22.96,2.55,2021-04-10,2021-10-24,21.89,1,0,0,0,3,2,2,2,0.0,0.0,0.0,806.98,239.98,218.0,660.0,0,2,4,3,0.0,218.0,866.97,839.99,2,4,3,0,626.99,878.0,419.97,0.0,17324.64,0,1,17324.64,100.0,100.0,56.66,3.76,Potential Customers
60,3124,15,1924.86,128.32,77.86,5.19,2018-06-21,2021-10-24,81.4,1,3,2,0,1,1,4,4,419.97,340.98,0.0,53.99,94.99,511.97,502.96,1,4,6,4,124.99,681.96,640.94,476.97,0,3,4,8,0.0,546.98,461.96,915.92,28872.899999999998,0,1,28872.9,100.0,100.0,64.15,3.98,Potential Customers
61,3128,18,1924.45,106.91,49.9,2.77,2021-01-21,2021-10-24,15.33,1,1,4,1,2,2,3,5,58.09,459.77,108.99,260.59,120.19,540.34,376.48,5,6,4,3,435.86,720.87,436.92,330.8,2,4,5,7,170.59,361.23,715.08,677.55,34640.1,0,1,34640.1,100.0,100.0,67.54,4.07,Champions
62,3202,9,1905.12,211.68,14.97,1.66,2020-12-01,2021-10-24,36.33,1,0,1,0,2,0,2,4,0.0,88.99,0.0,707.44,0.0,732.99,375.7,1,1,0,7,88.99,463.25,0.0,1352.88,0,4,3,2,0.0,375.7,796.43,732.99,17146.079999999998,0,1,17146.08,100.0,100.0,56.56,3.76,Potential Customers
63,3261,18,1890.12,105.01,41.92,2.33,2020-10-09,2021-10-24,21.11,1,0,2,1,1,13,0,1,0.0,138.38,80.99,108.19,1464.81,0.0,97.75,4,3,5,6,505.99,467.37,373.64,543.12,12,2,4,0,1207.14,176.99,505.99,0.0,34022.159999999996,0,1,34022.16,100.0,100.0,66.96,4.06,Champions
64,3280,13,1886.04,145.08,30.94,2.38,2018-12-24,2021-10-24,79.62,1,4,1,0,1,3,0,4,651.44,211.99,0.0,523.49,189.49,0.0,309.63,2,2,7,2,161.18,735.48,450.63,538.75,0,4,6,3,0.0,210.74,1541.36,133.94,24518.52,0,1,24518.52,100.0,100.0,61.3,3.9,Potential Customers
65,3313,12,1879.72,156.64,49.92,4.16,2017-10-04,2021-10-24,123.42,1,2,0,4,3,1,0,2,322.48,0.0,484.12,810.47,106.25,0.0,156.4,4,4,2,2,619.96,678.88,424.48,156.4,8,2,1,1,1356.1,141.48,272.49,109.65,22556.64,0,1,22556.64,100.0,100.0,59.84,3.86,Potential Customers
66,3335,19,1876.65,98.77,86.85,4.57,2021-01-17,2021-10-24,14.74,1,1,3,0,7,2,4,2,45.99,448.98,0.0,729.54,188.78,273.38,189.98,2,9,4,4,227.98,945.54,373.16,329.97,0,5,7,7,0.0,553.96,540.36,782.33,35656.35,0,1,35656.35,100.0,100.0,68.18,4.09,Champions
67,3365,21,1868.29,88.97,62.89,2.99,2019-07-01,2021-10-24,40.29,1,3,3,6,1,4,1,3,257.48,331.88,501.48,68.19,303.18,138.19,267.89,7,7,2,5,598.15,620.08,104.99,545.07,0,13,8,0,0.0,1100.94,767.35,0.0,39234.09,0,1,39234.09,100.0,100.0,70.14,4.15,Champions
68,3414,10,1858.95,185.9,30.95,3.1,2021-01-19,2021-10-24,27.8,1,1,1,3,0,1,1,3,195.0,69.99,650.0,0.0,140.99,213.99,588.98,0,1,5,4,0.0,213.99,914.99,729.97,1,3,2,4,213.99,588.98,264.99,790.99,18589.5,0,1,18589.5,100.0,100.0,57.32,3.78,Potential Customers
69,3421,17,1857.86,109.29,72.86,4.29,2018-01-01,2021-10-24,81.88,1,2,5,1,1,2,2,4,233.99,512.97,69.99,154.99,112.98,254.98,517.96,6,0,1,10,754.95,0.0,104.99,997.92,2,10,1,4,285.98,999.91,104.99,466.98,31583.62,0,1,31583.62,100.0,100.0,65.68,4.02,Champions
70,3608,13,1813.31,139.49,45.91,3.53,2020-05-21,2021-10-24,40.08,1,0,2,2,2,2,0,5,0.0,400.0,298.98,271.98,233.39,0.0,608.96,4,5,1,3,563.98,656.96,141.99,450.38,3,3,0,7,469.99,343.37,0.0,999.95,23573.03,0,1,23573.03,100.0,100.0,60.76,3.88,Potential Customers
71,3687,15,1796.57,119.77,68.87,4.59,2019-03-19,2021-10-24,63.33,1,1,2,3,3,3,2,1,120.99,321.98,226.47,427.98,397.22,272.18,29.75,3,3,4,5,431.22,418.48,475.96,470.91,2,3,6,4,153.23,418.48,666.9,557.96,26948.55,0,1,26948.55,100.0,100.0,62.52,3.93,Potential Customers
72,3712,8,1790.97,223.87,18.97,2.37,2017-09-28,2021-10-24,185.88,1,1,0,2,1,2,1,1,624.99,0.0,741.99,166.0,44.99,26.0,187.0,1,0,3,4,625.99,0.0,669.98,495.0,0,2,3,3,0.0,740.99,978.99,70.99,14327.76,0,1,14327.76,100.0,100.0,54.6,3.71,Potential Customers
